column_0,name,city,state,address,hours of operation,associated airports,Identifier,contact information.name,contact information.phone,contact information.email,aircraft and equipment rentals.planes,flight training.faa classification,flight training.approved for va training,flight training.services,flight training.DPE inside,flight training.in-house maintenance,flight training.number of aircrafts,flight training.dormitory,flight training.visa for foreign students,training opportunities.certifications,training opportunities.ratings,training opportunities.other advanced training,school_type,city_set,flight_available,fax,flight training.affiliated college/university,aircraft and equipment rentals.equipment,aircraft and equipment rentals.simulator,aircraft and equipment rentals.rotorcraft,club listing last verified
1578,flyADVANCED,Blue Bell,PA,"Wings Field Airport 1501 Narcissa Road Blue Bell , PA 19422","24 hours a day, 7 days a week",Wings Field,2TN2,Dimitri Vassiliou,(215) 646-0400,DVassiliou@flyadvanced.com,Single Engine,Part 61,No,Biennial Flight Review; Computerized Testing; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot,Instrument,Cirrus; Helicopter to Fixed-Wing Transition,Flight school; Helicopter school,Small Town,203,(215) 646-4437,,,,,
29,Alaska Float and Tailwheel,Sterling,AK,"36928 Rodelee Lane Sterling , AK 99672","From 1/2 to 12/31: Mon - Sat, 9:00 AM to 5:00 PM",Mels Airport,38AK,Tammy Farrell & Darlene Rudisill,N/A,N/A,,Part 61,No,Biennial Flight Review,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Seaplane,Mountain Flying; Tailwheel,Flight school,Small Town,134,,,,,,
1640,"Flying High Again, LLC",Smyra,TN,"621 Fitzhugh Blvd. Smyra , TN 37167","From 1/2 to 12/31: Sun - Sat, 9:00 AM to 5:00 PM",Smyrna Airport,38N,Office,(615) 323-3123,info@flyinghighagainllc.com,Single Engine,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Town,210,,,,,,
1648,"Wings of Eagles Aviation, LLC",Smyrna,TN,"Smyrna Airport 278 Doug Warpoole Rd, Suite 104 Smyrna , TN 37167","Mon - Sat, 9:00 AM to 5:00 PM",Smyrna Airport,38N,Contact us,N/A,info@flywoe.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Ground School; Intro Flight; Simulator,N/A,Yes,9,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,,Flight school,Small Town,211,(615) 220-2960,Liberty University,,Procedures Trainer,,
1673,ATP Flight School,Smyrna,TN,"Nashville Flight School 300 Doug Warpoole Road, Suite B Smyrna , TN 37167",By Appointment,Smyrna Airport,38N,,,,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Simulator,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI,Instrument; Multi-Engine,,Flight school,Small Town,211,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
1493,Hillsboro Aero Academy,Redmond,OR,"Roberts Field 705 SE Salmon Avenue Redmond , OR 97756","Mon - Fri, 8:00 AM to 5:00 PM",Roberts Field,39IN,Linda Cramer,(503) 726-3000,lcramer@flyhaa.com,Multi Engine; Single Engine,Part 141; Part 61,No,Ground School; Simulator,N/A,N/A,73,Yes,F1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Emergency Maneuvers; Upset Recovery,Flight school,Small Town,162,,,,Procedures Trainer,,
1510,Elite Pilot Services,Redmond,OR,"Mailing: PO Box 1262 Physical Address: 701 SE Salmon Avenue Redmond , OR 97756",No,Roberts Field,39IN,David Robinson,N/A,david@flyeps.com,,,No,Intro Flight,N/A,N/A,N/A,N/A,No,,,High Performance,Flight school,Small Town,162,,,,,,
481,Florida Seaplanes,Altamonte Springs,FL,"Prairie Lake Airport 259 Robin Court Altamonte Springs , FL 32701",By Appointment,Prairie Lake Private Residential Seaplane Base,3FD9,Rich Hensch,(407) 331-5655,rhensch@hotmail.com,Seaplane,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Private Pilot,Multi-Engine; Seaplane,Complex; High Performance,Flight school,Small Town,307,,,,,,
1409,"Stewart's Aircraft Service, Inc",Waynesville,OH,"Red Stewart Airfield 4925 North State Route 42 Waynesville , OH 45068","Sun - Sat, 8:00 AM to Dusk",Red Stewart Airfield,40I,,,,Aerobatic; Glider; Light Sport; Single Engine; Tailwheel,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Sport Pilot,Glider; Instrument,Aerobatic; Emergency Maneuvers; Tailwheel,Flight school,Small Town,175,(513) 897-7717,,,,,
360,"Learn 2 Fly CT, LLC",East Haddam,CT,"15 Lumber Yard Road East Haddam , CT 06423",By Appointment,Goodspeed Airport,42B,Phillip Smith,(860) 849-2226,info@learn2flyct.com,Single Engine,Part 107; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Drone/UAS; Ground School; Intro Flight; Part 107 Drone Testing; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot; Sport Pilot,Instrument,Drone,Flight school,Small Town,191,,,,Basic Aviation Training Device (BATD),,
750,"Air Marion, Inc.",Marion,IN,"Marion Municipal Airport 5904 S Western Avenue Marion , IN 46953",122.7,Marion Municipal Airport,43K,,,,Single Engine; Tailwheel,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,Aerobatic; Tailwheel,Flight school,Small Town,182,(765) 677-3040,,,,,
1405,Baron Enterprises,Marion,OH,"Marion Municipal Airport 1530 Pole Lane Road Marion , OH 43302",CargoCateringDeicing FluidGround Handling,Marion Municipal Airport,43K,,,,Aerobatic; Multi Engine; Single Engine; Tailwheel,Part 61,No,Examiner; Ground School,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot,Glider; Instrument; Multi-Engine; Seaplane,Aerobatic,Flight school,Small Town,175,,,Survival Gear,,,
805,Future Flyers of Iowa,Winterset,IA,"3405 N 8th Ave Winterset , IA 50273","Mon - Fri, 9:00 AM to 10:00 PM",Whites Airport,47TE,Andrew Overton,(515) 508-9114,Andrew.G.Overton@gmail.com,Single Engine,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,204,,,,,,
1103,Northwest Aviation,Maryville,MO,"Rankin Airport 27300 Jet Road Maryville , MO 64468","Sun - Sat, 8:00 AM to Dusk",Rankin Airport,49F,,,,Single Engine,Part 61,No,Examiner; Ground School,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Ultralight,,Flight school,Small Town,219,,,,,,
1280,Hewison Aviation,Selkirk,NY,"6 Old School Road Selkirk , NY 12158","Mon - Fri, 9:00 AM to 5:00 PM",South Albany Airport,4B0,Chris Hewison,(518) 415-5107,hewisonaviation@gmail.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small Town,177,,,,,Helicopter,
365,"Interstate Aviation, Inc.",Simsbury,CT,"94 Wolcott Road Simsbury , CT 06070",By Appointment,Simsbury Airport,4B9,Lynn Michaud,(860) 819-3717,LMichaud@interstateaviation.com,,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,190,(860) 747-5939,,,,,
1270,"Bauer Flight Instruction, Inc.",Lake View,NY,"Hamburg Airport: 6765 Heltz Road Mailing: 5579 Old Lake Shore Road Lake View , NY 14085","Sun - Sat, 8:00 AM to 5:00 PM",Hamburg Airport,4G2,,,,Single Engine,Part 61,No,Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot,Rotary Wing,,Flight school,Small Town,157,,,,,,
952,Claremont Airport,Elkton,MD,"PO Box 445 166 Raintree Lane Elkton , MD 21922","Sun - Sat, 9:00 AM to 4:00 PM",Clements Airport,4MD4,Mary Hall,N/A,mhall@cecilcountyairport.com,Light Sport; Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,,Flight school,Small Town,200,(410) 398-0234,,,,,
34,Alaska Float Ratings,Moose Pass,AK,"33702 Depot Road Moose Pass , AK 99631",By Appointment,Summit Lake Seaplane Base,52Z,Brad Holt,(435) 574-9065,flyscenicmountainair@gmail.com,,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Seaplane,Backcountry Training; Mountain Flying,Flight school,Small Town,133,,,,,,
1560,"Pine Bottom Aviation Services, LLC",Martinsburg,PA,"1702 Pulpit Road Martinsburg , PA 16662",Irregular,Pine Bottom Heliport,54PA,Dan Lipko,(814) 935-4548,dan@pinebottomaviation.com,,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Flight Instructor CFI; Private Pilot; Recreational Pilot; Sport Pilot,Rotary Wing,,Flight school,Small Town,194,(814) 793-4548,,,,,
1611,Ellsworth Aviation,Timmonsville,SC,"764 E Smith Street Timmonsville , SC 29161","Sun - Sat, 8:00 AM to 5:00 PM",Huggins Memorial Airport,58J,Gerold Ellsworth,(843) 601-2427,geroldflyboy@yahoo.com,,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,211,,,,,,
1571,Reigle Aviation,Palmyra,PA,"Reigle Field Airport 1805 South Forge Road Palmyra , PA 17078","Sun - Sat, 9:00 AM to 5:00 PM",Reigle Field,58N,Michelle Wolf,(717) 838-5519,reigleaviation@comcast.net,Light Sport; Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Sport Pilot,Instrument,Emergency Maneuvers; Tailwheel; Upset Recovery,Flight school,Small Town,197,(717) 838-0456,,,,,
1288,"Le Roy Aviation Services, Inc. (5G0)",LeRoy,NY,"LeRoy Airport 8267 East Main Road LeRoy , NY 14482","24 hours a day, 7 days a week",Le Roy Airport,5G0,"Raymond S. Detor, Jr",(585) 259-9308,rsdjr1400@aol.com,,Part 61,No,,N/A,N/A,N/A,N/A,No,,,,Flight school,Small Town,165,(585) 244-6017,,,,,
1553,Deck Airport,Lebanon,PA,"398 South Ramona Road Lebanon , PA 17042","Sun - Sat, 7:00 AM to 9:00 PM",Deck Airport,5ND9,Clyde Deck,(717) 866-6529,cedeckair@gmail.com,Single Engine,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Tailwheel,Flight school,Small Town,197,,,,,,
917,"Jack's Air Service, Inc.",Greenville,ME,"Greenville Seaplane Base 30 Hofbauer Drive Greenville , ME 04441","Mon - Fri, 8:00 AM to 6:00 PM",Moose River Seaplane Base,60B,,,,,Part 61,No,,N/A,N/A,N/A,N/A,No,Private Pilot,Seaplane,,Flight school,Small Town,185,,,,,,
920,"Jackman Air, LLC",Jackman,ME,"Physical Address: 582 Main Street Mailing Address: 7 Attean Road Jackman , ME 04945",By Appointment,Moose River Seaplane Base,60B,Jim Schoenmann,(207) 399-2503,n874j@myfairpoint.net,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Private Pilot,Seaplane,Mountain Flying,Flight school,Small Town,200,,,,,,
866,Cardinal Wings Aviation,Louisville,KY,"Bowman Field Airport 2900 Moran Ave Louisville , KY 40205","Mon - Sun, 8:00 AM to 8:00 PM",Bowman Field,63OI,Carrie Carnes,(502) 930-5950,carrie@iflycwa.com,Multi Engine; Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Rotary Wing,Cirrus; Complex; G1000; Glass Cockpit Transition; High Performance,Flight school; Helicopter school,Large City,195,,,,Basic Aviation Training Device (BATD),Helicopter,
884,Louisville Aviation,Louisville,KY,"Bowman Field Airport 2700 Gast Blvd. Louisville , KY 40205","24 hours a day, 7 days a week",Bowman Field,63OI,Mike Pratt,(502) 905-8747,mpratt@louisvilleaviation.com,Multi Engine; Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Examiner; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Rotary Wing,Cirrus; Complex; Glass Cockpit Transition; High Performance; Tailwheel,Flight school; Helicopter school,Large City,195,(888) 567-0880,,,Advanced Aviation Training Device (AATD),Helicopter,
903,"Southern Seaplane, Inc.",Belle Chasse,LA,"Southern Seaplane Airport #1 Coquille Drive Belle Chasse , LA 70037","Mon - Sun, 7:00 AM to 5:00 PM",Southern Seaplane Airport,65LA,Lyle Panepinto,(504) 394-5633,lyle@southernseaplane.com,Seaplane,Part 141; Part 61,Yes,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,Yes,5,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Sport CFIS; Private Pilot,Seaplane,Emergency Maneuvers; High Performance,Flight school,Small Town,216,(504) 394-8458,,,,,
1566,"Borzoya Aero, Inc.",Slatington,PA,"Slatington Airport 1100 Airport Lane Slatington , PA 18080",Irregular,Slatington Airport,69N,Contact Us,N/A,U-FLY@BorzoyaAero.com,Light Sport; Single Engine; Tailwheel,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Seaplane,Emergency Maneuvers; Tailwheel,Flight school,Small Town,206,(610) 395-1387,,,,,
551,Seminole Lake Soaring,Clermont,FL,"Seminole Lakes Gliderport 4024 Soaring Lane Clermont , FL 34714",Part 61,Seminole Lake Gliderport,6FL0,Mihaela Luculescu,(352) 394-5450,office@soarfl.com,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Private Pilot,Glider,Aerobatic; Tailwheel,Flight school,Small Town,306,,,,,,
10,Over The Mountain Aviation,Calera,AL,"Shelby County Airport 265 Weathervane Road Calera , AL 35040","Mon - Sun, 7:00 AM to 8:00 PM",Shelby County Airport,6K2,Barry Franks,(205) 670-6359,bfranks@otmaviation.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,206,,,,,,
12,WaterWings Seaplane School,Calera,AL,"265 Weather Vane Road Calera , AL 35040",By Appointment,Shelby County Airport,6K2,Charles Weldon,(205) 807-3591,seaplane150@gmail.com,Multi Engine; Seaplane; Single Engine; Tailwheel,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Sport Pilot,Instrument; Multi-Engine; Rotary Wing; Seaplane,Aerobatic; Complex; Emergency Maneuvers; High Altitude; High Performance; Spin Training; Tailwheel; Upset Recovery,Flight school; Helicopter school,Small Town,206,,,,,Helicopter,
1320,Bird's Eye View Aviation Services,Jamestown,NY,"Summit Airport 2 Westbury Ct Jamestown , NY 14701",N/A,Summit Airport,6VA4,Daniel Boulay,N/A,danielboulay@ymail.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,,Flight school,Small Town,158,,,,,,
1321,Chowan River Rats,Aulander,NC,"140 Tri County Airport Road Aulander , NC 27805",By Appointment,Ruby's Landing,70NR,Henry Joyner,(252) 395-0822,info@chowanriverrats.com,,Part 61,No,Examiner; Ground School,Yes,N/A,N/A,N/A,No,,Seaplane,Emergency Maneuvers,Flight school,Small Town,208,,,,,,
2220,University of Central Missouri,Warrensburg,MO,"160 NW 251, Warrensburg, Missouri, 64093 United States",,Skyhaven Airport,76N,,,,,,Yes,Aviation College Degrees and Certifications; Aicraft Maintenance Training,Yes,Yes,22,Yes,F1,Airplane Flight Training,,,Aviation college,Small Town,217,,,,,,
1095,UCM Aviation,Warrensburg,MO,"Skyhaven Airport 160 Northwest 251st Road Warrensburg , MO 64093",123,Skyhaven Airport,76N,Dan Dietz,(660) 543-4921,Dietz@ucmo.edu,Multi Engine; Single Engine; Tailwheel,Part 141; Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Glider; Instrument; Multi-Engine,Tailwheel,Flight school,Small Town,217,,No,,Procedures Trainer,,
1522,"Skyhaven Airport, Inc.",Tunkhannock,PA,"Skyhaven Airport 17 Runway Road Tunkhannock , PA 18657","Sun - Sat, 8:00 AM to Dusk",Skyhaven Airport,76N,,,,Light Sport; Single Engine; Tailwheel,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Seaplane,Mountain Flying; Tailwheel,Flight school,Small Town,176,,,,,,
1263,"Independent Helicopters, LLC",New Windsor,NY,"758 Aviation Ave New Windsor , NY 12553",By Appointment,Independent Heliport,76NY,Heather Howley,N/A,independenthelicopters@gmail.com,,Part 141; Part 61,No,Drone/UAS; Ground School; Intro Flight; Simulator,N/A,Yes,3,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school,Small Town,192,,No,,,,
1687,Bushnell Aviation,Sandia,TX,"600 Ranger Road Sandia , TX 78383",122.85,Arrowhead Airport,79TE,Jeremy Bushnell,(361) 238-6637,bushnellaviation@gmail.com,Aerobatic; Single Engine; Tailwheel,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Glider; Instrument; Seaplane,Aerial Photography; Aerobatic; Backcountry Training; Companion Co-Pilot; Complex; Emergency Maneuvers; Formation; Glass Cockpit Transition; High Altitude; High Performance; Mountain Flying; Spin Training; Tailwheel; Upset Recovery,Flight school,Small Town,220,,,,,,
1185,"Hampton Airfield, Inc.",North Hampton,NH,"Hampton Airfield 9A Lafayette Road North Hampton , NH 03862","Sun - Sat, 8:00 AM to 4:00 PM",Hampton Airfield,7B3,contact,(603) 817-6617,N/A,Light Sport; Single Engine; Tailwheel,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Private Pilot; Sport Pilot,Seaplane,Tailwheel,Flight school,Small Town,201,(603) 964-9769,,,,,
362,"Northeast Helicopters Flight Services, LLC",Ellington,CT,"360 Somers Road Hangar 2 Ellington , CT 06029","Sun - Sat, 8:00 AM to 5:00 PM",Ellington Airport,7B9,John And Rhonda Boulette,(860) 871-2054,john@northeasthelicopters.com,,Part 141; Part 61,No,Examiner; Ground School; Intro Flight,Yes,Yes,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small Town,190,(860) 875-2861,Naugatuck Valley Community College,,,,
1778,ATP Flight School,Houston,TX,"Houston Flight School at Ellington Airport 12711 Blume Avenue, Suite C Houston , TX 77034",By Appointment,Ellington Airport,7B9,,,,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI,Instrument; Multi-Engine,G1000; Turbine,Flight school,Metropolis,204,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
