Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
KLKP,Lake Placid Airport,US-NY,NY,New York,Lake Placid,,small_airport,44.26449966,-73.9618988,1747,NA,US,,no,KLKP,LKP,KLKP,LKP,,https://en.wikipedia.org/wiki/Lake_Placid_Airport,
KLKU,Louisa County Airport / Freeman Field,US-VA,VA,Virginia,Louisa,,small_airport,38.0098,-77.9701,493,NA,US,,no,KLKU,LOW,KLKU,LKU,http://www.yeslouisa.com/business-in-louisa/transportation-infrastructure/,https://en.wikipedia.org/wiki/Louisa_County_Airport,
KLMO,Vance Brand Airport,US-CO,CO,Colorado,Longmont,,small_airport,40.1637,-105.163002,5055,NA,US,,no,,,KLMO,LMO,,https://en.wikipedia.org/wiki/Vance_Brand_Airport,"AMR, 2V2"
KLMT,Crater Lake-Klamath Regional Airport,US-OR,OR,Oregon,Klamath Falls,,medium_airport,42.156101,-121.733002,4095,NA,US,,no,KLMT,LMT,KLMT,LMT,,https://en.wikipedia.org/wiki/Klamath_Falls_Airport,Klamath Falls Airport
KLNA,Palm Beach County Park Airport,US-FL,FL,Florida,West Palm Beach,,small_airport,26.59300041,-80.08509827,14,NA,US,,no,KLNA,LNA,KLNA,LNA,,https://en.wikipedia.org/wiki/Palm_Beach_County_Park_Airport,
KLNC,Lancaster Airport,US-TX,TX,Texas,Lancaster,,small_airport,32.577564,-96.717494,501,NA,US,,no,,,KLNC,LNC,,https://en.wikipedia.org/wiki/Lancaster_Regional_Airport,
KLNK,Lincoln Airport,US-NE,NE,Nebraska,Lincoln,,medium_airport,40.85100174,-96.75920105,1219,NA,US,,yes,KLNK,LNK,KLNK,LNK,http://www.lincolnairport.com/,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29,"Lincoln Army Air Field, Lincoln Air Force Base, 155th Air Refueling Wing"
KLNN,Lake County Executive Airport,US-OH,OH,Ohio,Willoughby,,small_airport,41.683998,-81.389702,626,NA,US,,no,KLNN,LNN,KLNN,LNN,,https://en.wikipedia.org/wiki/Willoughby_Lost_Nation_Municipal_Airport,Willoughby Lost Nation Municipal
KLOT,Lewis University Airport,US-IL,IL,Illinois,Chicago/Romeoville,,small_airport,41.6072998,-88.09619904,679,NA,US,,no,KLOT,LOT,KLOT,LOT,http://www.flylot.com/,https://en.wikipedia.org/wiki/Lewis_University_Airport,"Lewis Lockport Airport,"
KLPC,Lompoc Airport,US-CA,CA,California,Lompoc,,small_airport,34.66559982,-120.4680023,88,NA,US,,no,KLPC,LPC,KLPC,LPC,http://www.cityoflompoc.com/transit/airport/,https://en.wikipedia.org/wiki/Lompoc_Airport,
KLPR,Lorain County Regional Airport,US-OH,OH,Ohio,Lorain/Elyria,,small_airport,41.344299,-82.177597,793,NA,US,,no,,,KLPR,LPR,,https://en.wikipedia.org/wiki/Lorain_County_Regional_Airport,
KLRO,Mount Pleasant Regional Airport Faison Field,US-SC,SC,South Carolina,Mount Pleasant,,small_airport,32.8978,-79.782898,12,NA,US,,no,,,KLRO,LRO,,https://en.wikipedia.org/wiki/Mount_Pleasant_Regional_Airport_(South_Carolina),
KLRU,Las Cruces International Airport,US-NM,NM,New Mexico,Las Cruces,,medium_airport,32.289398,-106.921997,4456,NA,US,,yes,KLRU,LRU,KLRU,LRU,,https://en.wikipedia.org/wiki/Las_Cruces_International_Airport,
KLSE,La Crosse Regional Airport,US-WI,WI,Wisconsin,La Crosse,,medium_airport,43.879002,-91.256699,655,NA,US,,yes,KLSE,LSE,KLSE,LSE,http://www.lseairport.com/,https://en.wikipedia.org/wiki/La_Crosse_Municipal_Airport,"airport, regional"
KLUD,Decatur Municipal Airport,US-TX,TX,Texas,Decatur,,small_airport,33.254601,-97.580597,1047,NA,US,,no,,,KLUD,LUD,,https://en.wikipedia.org/wiki/Decatur_Municipal_Airport,8F7
KLUK,Cincinnati Municipal Airport Lunken Field,US-OH,OH,Ohio,Cincinnati,,medium_airport,39.102357,-84.418945,483,NA,US,,yes,KLUK,LUK,KLUK,LUK,,https://en.wikipedia.org/wiki/Cincinnati_Municipal_Airport,
KLUM,Menomonie Municipal Score Field,US-WI,WI,Wisconsin,Menomonie,,small_airport,44.8923,-91.867897,895,NA,US,,no,,,KLUM,LUM,,https://en.wikipedia.org/wiki/Menomonie_Municipal_Airport,
KLVJ,Pearland Regional Airport,US-TX,TX,Texas,Houston,,small_airport,29.521299,-95.242104,44,NA,US,,no,,,KLVJ,LVJ,,https://en.wikipedia.org/wiki/Pearland_Regional_Airport,
KLVK,Livermore Municipal Airport,US-CA,CA,California,Livermore,,small_airport,37.69340134,-121.8199997,400,NA,US,,no,KLVK,LVK,KLVK,LVK,http://www.cityoflivermore.net/citygov/pw/public_works_divisions/airport/default.asp,https://en.wikipedia.org/wiki/Livermore_Municipal_Airport,
KLVN,Airlake Airport,US-MN,MN,Minnesota,Minneapolis,,small_airport,44.627899,-93.228104,960,NA,US,,no,,,KLVN,LVN,,https://en.wikipedia.org/wiki/Airlake_Airport,
KLWB,Greenbrier Valley Airport,US-WV,WV,West Virginia,Lewisburg,,medium_airport,37.857914,-80.400438,2302,NA,US,,yes,KLWB,LWB,KLWB,LWB,,https://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,
KLWC,Lawrence Municipal Airport,US-KS,KS,Kansas,Lawrence,,small_airport,39.01119995,-95.21659851,833,NA,US,,no,KLWC,LWC,KLWC,LWC,http://www.lawrenceks.org/airport,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Kansas),
KLXL,Little Falls-Morrison County-Lindbergh field,US-MN,MN,Minnesota,Little Falls,,small_airport,45.949699,-94.347397,1123,NA,US,,no,,,KLXL,LXL,,https://en.wikipedia.org/wiki/Little_Falls/Morrison_County_Airport,
KLXT,Lee's Summit Municipal Airport,US-MO,MO,Missouri,Lee's Summit,,small_airport,38.959702,-94.371399,1004,NA,US,,no,,,KLXT,LXT,,https://en.wikipedia.org/wiki/Lee%27s_Summit_Municipal_Airport,
KLYH,Lynchburg Regional Airport - Preston Glenn Field,US-VA,VA,Virginia,Lynchburg,,medium_airport,37.326698,-79.200401,938,NA,US,,yes,KLYH,LYH,KLYH,LYH,,https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport,
KLZU,Gwinnett County Briscoe Field,US-GA,GA,Georgia,Lawrenceville,,small_airport,33.97809982,-83.96240234,1061,NA,US,,no,KLZU,LZU,KLZU,LZU,http://www.lzuairport.com/,https://en.wikipedia.org/wiki/Gwinnett_County_Airport,
KM01,General Dewitt Spain Airport,US-TN,TN,Tennessee,Memphis,,small_airport,35.200699,-90.054001,225,NA,US,,no,,,KM01,M01,,https://en.wikipedia.org/wiki/General_DeWitt_Spain_Airport,
KM13,Poplarville Pearl River County Airport,US-MS,MS,Mississippi,Poplarville,,small_airport,30.7859993,-89.50450134,320,NA,US,,no,,PCU,M13,M13,,,
KM16,John Bell Williams Airport,US-MS,MS,Mississippi,Raymond,,small_airport,32.30329895,-90.40850067,247,NA,US,,no,,,KJVW,JVW,,https://en.wikipedia.org/wiki/John_Bell_Williams_Airport,M16
KM17,Bolivar Municipal Airport,US-MO,MO,Missouri,Bolivar,,small_airport,37.5961,-93.347702,1092,NA,US,,no,,,KM17,M17,,https://en.wikipedia.org/wiki/Bolivar_Municipal_Airport,
KM33,Music City Executive Airport,US-TN,TN,Tennessee,Gallatin,,small_airport,36.375076,-86.408414,583,NA,US,,no,,,KXNX,XNX,https://www.musiccityexecutiveairport.com/,https://en.wikipedia.org/wiki/Sumner_County_Regional_Airport,"M33, Sumner County Regional"
KM91,Springfield Robertson County Airport,US-TN,TN,Tennessee,Springfield,,small_airport,36.536801,-86.921182,706,NA,US,,no,,,KM91,M91,,https://en.wikipedia.org/wiki/Springfield_Robertson_County_Airport,
KMAC,Macon Downtown Airport,US-GA,GA,Georgia,Macon,,small_airport,32.82210159,-83.56199646,437,NA,US,,no,KMAC,MAC,KMAC,MAC,,https://en.wikipedia.org/wiki/Macon_Downtown_Airport,
KMAE,Madera Municipal Airport,US-CA,CA,California,Madera,,small_airport,36.98860168,-120.1119995,255,NA,US,,no,KMAE,MAE,KMAE,MAE,,https://en.wikipedia.org/wiki/Madera_Municipal_Airport,
KMBO,Bruce Campbell Field,US-MS,MS,Mississippi,Madison,,small_airport,32.438702,-90.103104,326,NA,US,,no,KMBO,DXE,KMBO,MBO,http://www.madisonthecity.com/airport,https://en.wikipedia.org/wiki/Bruce_Campbell_Field,Augustine Auxiliary Field
KMBT,City of Murfreesboro Airport,US-TN,TN,Tennessee,Murfreesboro,,small_airport,35.877499,-86.377502,614,NA,US,,no,,,KMBT,MBT,,https://en.wikipedia.org/wiki/Murfreesboro_Municipal_Airport,Murfreesboro Municipal Airport
KMCC,McClellan Airfield,US-CA,CA,California,Sacramento,,medium_airport,38.667599,-121.401001,77,NA,US,,no,KMCC,MCC,KMCC,MCC,,https://en.wikipedia.org/wiki/McClellan_Airfield,McClellan AFB
KMCO,Orlando International Airport,US-FL,FL,Florida,Orlando,,large_airport,28.42939949,-81.30899811,96,NA,US,,yes,KMCO,MCO,KMCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center"
KMCW,Mason City Municipal Airport,US-IA,IA,Iowa,Mason City,,medium_airport,43.159801,-93.329716,1213,NA,US,,yes,KMCW,MCW,KMCW,MCW,http://flymcw.com/,https://en.wikipedia.org/wiki/Mason_City_Municipal_Airport,
KMDD,Midland Airpark,US-TX,TX,Texas,Midland,,small_airport,32.03649902,-102.1009979,2803,NA,US,,no,KMDD,MDD,KMDD,MDD,,https://en.wikipedia.org/wiki/Midland_Airpark,
KMDH,Southern Illinois Airport,US-IL,IL,Illinois,Murphysboro,,medium_airport,37.778099,-89.251999,411,NA,US,,no,KMDH,MDH,KMDH,MDH,,https://en.wikipedia.org/wiki/Southern_Illinois_Airport,Carbondale
KMDT,Harrisburg International Airport,US-PA,PA,Pennsylvania,Harrisburg,,medium_airport,40.193501,-76.763397,310,NA,US,,yes,KMDT,MDT,KMDT,MDT,http://www.flyhia.com/,https://en.wikipedia.org/wiki/Harrisburg_International_Airport,"Harrisburg, Lancaster, York, HIA, Middletown"
KMDW,Chicago Midway International Airport,US-IL,IL,Illinois,Chicago,,large_airport,41.785999,-87.752403,620,NA,US,,yes,KMDW,MDW,KMDW,MDW,https://www.flychicago.com/midway/home/pages/default.aspx,https://en.wikipedia.org/wiki/Midway_International_Airport,CHI
KMER,Castle Airport,US-CA,CA,California,Merced,,medium_airport,37.38050079,-120.5680008,191,NA,US,,no,KMER,MER,KMER,MER,,https://en.wikipedia.org/wiki/Castle_Airport,
KMEV,Minden-Tahoe Airport,US-NV,NV,Nevada,Minden,,small_airport,39.00030136,-119.7509995,4722,NA,US,,no,KMEV,MEV,KMEV,MEV,http://mindentahoeairport.com/,https://en.wikipedia.org/wiki/Minden%E2%80%93Tahoe_Airport,
KMFI,Marshfield Municipal Airport,US-WI,WI,Wisconsin,Marshfield,,small_airport,44.63690186,-90.18930054,1277,NA,US,,no,KMFI,MFI,KMFI,MFI,,"https://en.wikipedia.org/wiki/Marshfield,_Wisconsin",Roy Shrewy Field
KMFV,Accomack County Airport,US-VA,VA,Virginia,Melfa,,small_airport,37.64690018,-75.76110077,47,NA,US,,no,KMFV,MFV,KMFV,MFV,http://www.co.accomack.va.us/departments/airport,https://en.wikipedia.org/wiki/Accomack_County_Airport,Melfa Flight Strip
KMGJ,Orange County Airport,US-NY,NY,New York,Montgomery,,small_airport,41.50999832,-74.26460266,364,NA,US,,no,KMGJ,MGJ,KMGJ,MGJ,http://www.orangecountygov.com/content/124/1354/default.aspx,https://en.wikipedia.org/wiki/Orange_County_Airport_(New_York),
KMGM,Montgomery Regional (Dannelly Field) Airport,US-AL,AL,Alabama,Montgomery,,medium_airport,32.300598,-86.393997,221,NA,US,,yes,KMGM,MGM,KMGM,MGM,http://www.flymgm.com/,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport,
KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,US-WV,WV,West Virginia,Morgantown,,medium_airport,39.643305,-79.917598,1248,NA,US,,yes,KMGW,MGW,KMGW,MGW,,https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport,
KMGY,Dayton-Wright Brothers Airport,US-OH,OH,Ohio,Dayton,,small_airport,39.5890007,-84.22489929,957,NA,US,,no,KMGY,MGY,KMGY,MGY,http://www.flydayton.com/?page=wright-brothers-airport-2,https://en.wikipedia.org/wiki/Dayton%E2%80%93Wright_Brothers_Airport,
KMHE,Mitchell Municipal Airport,US-SD,SD,South Dakota,Mitchell,,small_airport,43.77479935,-98.03859711,1304,NA,US,,no,KMHE,MHE,KMHE,MHE,http://www.cityofmitchell.org/index.asp?SEC=0E5EB6F8-1E38-48AD-8D27-2CDD01C4E949&Type=B_BASIC,https://en.wikipedia.org/wiki/Mitchell_Municipal_Airport,Mitchell AAF
KMHK,Manhattan Regional Airport,US-KS,KS,Kansas,Manhattan,,medium_airport,39.14099884,-96.67079926,1057,NA,US,,yes,KMHK,MHK,KMHK,MHK,,https://en.wikipedia.org/wiki/Manhattan_Regional_Airport,
KMHR,Sacramento Mather Airport,US-CA,CA,California,Sacramento,,medium_airport,38.554744,-121.297989,98,NA,US,,no,KMHR,MHR,KMHR,MHR,http://www.sacramento.aero/mhr/,https://en.wikipedia.org/wiki/Sacramento_Mather_Airport,
KMHT,Manchester-Boston Regional Airport,US-NH,NH,New Hampshire,Manchester,,medium_airport,42.932598,-71.435699,266,NA,US,,yes,KMHT,MHT,KMHT,MHT,,https://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,
KMHV,Mojave Airport,US-CA,CA,California,Mojave,,small_airport,35.05939865,-118.1520004,2801,NA,US,,no,KMHV,MHV,KMHV,MHV,,https://en.wikipedia.org/wiki/Mojave_Air_and_Space_Port,
KMIA,Miami International Airport,US-FL,FL,Florida,Miami,,large_airport,25.79319954,-80.29060364,8,NA,US,,yes,KMIA,MIA,KMIA,MIA,http://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida"
KMIV,Millville Municipal Airport,US-NJ,NJ,New Jersey,Millville,,medium_airport,39.367802,-75.072197,85,NA,US,,no,KMIV,MIV,KMIV,MIV,,https://en.wikipedia.org/wiki/Millville_Executive_Airport,
KMIW,Marshalltown Municipal Airport,US-IA,IA,Iowa,Marshalltown,,small_airport,42.112701,-92.917801,974,NA,US,,no,KMIW,MIW,KMIW,MIW,,,
KMJD,Picayune Municipal Airport,US-MS,MS,Mississippi,Picayune,,small_airport,30.48749924,-89.65119934,55,NA,US,,no,,,KMJD,MJD,,,
KMJX,Ocean County Airport,US-NJ,NJ,New Jersey,Toms River,,small_airport,39.92750168,-74.29239655,82,NA,US,,no,KMJX,MJX,KMJX,MJX,http://www.planning.co.ocean.nj.us/rjmiller/index.htm,https://en.wikipedia.org/wiki/Robert_J._Miller_Air_Park,"N44, Robert J. Miller Air Park"
KMKC,Charles B. Wheeler Downtown Airport,US-MO,MO,Missouri,Kansas City,,medium_airport,39.123199,-94.592796,759,NA,US,,no,KMKC,MKC,KMKC,MKC,https://flymkc.com/,https://en.wikipedia.org/wiki/Charles_B._Wheeler_Downtown_Airport,
KMKL,McKellar-Sipes Regional Airport,US-TN,TN,Tennessee,Jackson,,medium_airport,35.599899,-88.915604,434,NA,US,,yes,KMKL,MKL,KMKL,MKL,http://mckellarsipes.com/,https://en.wikipedia.org/wiki/McKellar-Sipes_Regional_Airport,
KMKS,Berkeley County Airport,US-SC,SC,South Carolina,Moncks Corner,,small_airport,33.185501,-80.036301,73,NA,US,,no,,,KMKS,MKS,,https://en.wikipedia.org/wiki/Berkeley_County_Airport,Formerly 50J
KMKT,Mankato Regional Airport,US-MN,MN,Minnesota,Mankato,,small_airport,44.224781,-93.919128,1021,NA,US,,no,KMKT,MKT,KMKT,MKT,,https://en.wikipedia.org/wiki/Mankato_Regional_Airport,
KMKY,Marco Island Executive Airport,US-FL,FL,Florida,Marco Island,,small_airport,25.995001,-81.672501,5,NA,US,,no,KMKY,MRK,KMKY,MKY,http://www.colliergov.net/index.aspx?page=21,https://en.wikipedia.org/wiki/Marco_Island_Airport,
KMLB,Melbourne Orlando International Airport,US-FL,FL,Florida,Melbourne,,medium_airport,28.1028,-80.645302,33,NA,US,,yes,KMLB,MLB,KMLB,MLB,https://www.mlbair.com/,https://en.wikipedia.org/wiki/Melbourne_International_Airport,
KMLC,Mc Alester Regional Airport,US-OK,OK,Oklahoma,Mc Alester,,medium_airport,34.882401,-95.783501,770,NA,US,,no,KMLC,MLC,KMLC,MLC,,https://en.wikipedia.org/wiki/McAlester_Regional_Airport,
KMLE,Millard Airport,US-NE,NE,Nebraska,Omaha,,small_airport,41.195877,-96.112107,1051,NA,US,,no,KMLE,MIQ,KMLE,MLE,https://dot.nebraska.gov/media/pbuby1hh/airport-directory.pdf#page62,https://en.wikipedia.org/wiki/Millard_Airport_(Nebraska),
KMMK,Meriden Markham Municipal Airport,US-CT,CT,Connecticut,Meriden,,small_airport,41.50870132,-72.82949829,103,NA,US,,no,,,KMMK,MMK,,https://en.wikipedia.org/wiki/Meriden_Markham_Municipal_Airport,
KMMU,Morristown Municipal Airport,US-NJ,NJ,New Jersey,Morristown,,medium_airport,40.799062,-74.414949,187,NA,US,,no,KMMU,MMU,KMMU,MMU,,https://en.wikipedia.org/wiki/Morristown_Municipal_Airport,"Manhattan, New York City, NYC"
KMMV,Mc Minnville Municipal Airport,US-OR,OR,Oregon,Mc Minnville,,medium_airport,45.19440079,-123.1360016,163,NA,US,,no,,,KMMV,MMV,,https://en.wikipedia.org/wiki/McMinnville_Municipal_Airport,
KMOR,Morristown Regional Airport,US-TN,TN,Tennessee,Morristown,,small_airport,36.179401,-83.375504,1313,NA,US,,no,KMOR,MOR,KMOR,MOR,,https://en.wikipedia.org/wiki/Morristown_Regional_Airport,Moore-Murrell Airport
KMOT,Minot International Airport,US-ND,ND,North Dakota,Minot,,medium_airport,48.25939941,-101.2799988,1716,NA,US,,yes,KMOT,MOT,KMOT,MOT,,https://en.wikipedia.org/wiki/Minot_International_Airport,
KMPI,Mariposa Yosemite Airport,US-CA,CA,California,Mariposa,,small_airport,37.51089859,-120.0400009,2254,NA,US,,no,KMPI,RMY,KMPI,MPI,,https://en.wikipedia.org/wiki/Mariposa-Yosemite_Airport,
KMPO,Pocono Mountains Municipal Airport,US-PA,PA,Pennsylvania,Mount Pocono,,small_airport,41.136025,-75.379572,1915,NA,US,,no,KMPO,MPO,KMPO,MPO,https://www.mpoairport.com/,https://en.wikipedia.org/wiki/Pocono_Mountains_Municipal_Airport,
KMPV,Edward F Knapp State Airport,US-VT,VT,Vermont,Barre/Montpelier,,medium_airport,44.20349884,-72.56230164,1166,NA,US,,no,KMPV,MPV,KMPV,MPV,,https://en.wikipedia.org/wiki/Edward_F._Knapp_State_Airport,
KMQB,Macomb Municipal Airport,US-IL,IL,Illinois,Macomb,,small_airport,40.52009964,-90.65239716,707,NA,US,,no,KMQB,MQB,KMQB,MQB,http://www.macombairport.com/,https://en.wikipedia.org/wiki/Macomb_Municipal_Airport,
KMQI,Dare County Regional Airport,US-NC,NC,North Carolina,Manteo,,small_airport,35.91879,-75.695662,13,NA,US,,no,KMQI,MEO,KMQI,MQI,http://www.darenc.com/Airport/,https://en.wikipedia.org/wiki/Dare_County_Regional_Airport,
KMQS,Chester County G O Carlson Airport,US-PA,PA,Pennsylvania,Coatesville,,small_airport,39.97900009,-75.8655014,660,NA,US,,no,KMQS,CTH,KMQS,MQS,http://www.chestercountyairport.com/,https://en.wikipedia.org/wiki/Chester_County_G._O._Carlson_Airport,40N
KMRB,Eastern WV Regional Airport/Shepherd Field,US-WV,WV,West Virginia,Martinsburg,,medium_airport,39.40190125,-77.98459625,565,NA,US,,no,KMRB,MRB,KMRB,MRB,http://www.wvairport.org/,https://en.wikipedia.org/wiki/Eastern_WV_Regional_Airport,
KMRC,Maury County Airport,US-TN,TN,Tennessee,Columbia/Mount Pleasant,,small_airport,35.55410004,-87.17890167,681,NA,US,,no,KMRC,MRC,KMRC,MRC,http://www.maurywebpages.com/airport.htm,https://en.wikipedia.org/wiki/Maury_County_Airport,
KMRH,Michael J. Smith Field,US-NC,NC,North Carolina,Beaufort,,small_airport,34.73360062,-76.66059875,11,NA,US,,no,,,KMRH,MRH,,https://en.wikipedia.org/wiki/Michael_J._Smith_Field,
KMRJ,Iowa County Airport,US-WI,WI,Wisconsin,Mineral Point,,small_airport,42.886799,-90.236198,1171,NA,US,,no,,,KMRJ,MRJ,,https://en.wikipedia.org/wiki/Iowa_County_Airport,
KMRT,Union County Airport,US-OH,OH,Ohio,Marysville,,small_airport,40.224701,-83.351601,1021,NA,US,,no,,,KMRT,MRT,,https://en.wikipedia.org/wiki/Union_County_Airport_(Ohio),
KMRY,Monterey Peninsula Airport,US-CA,CA,California,Monterey,,medium_airport,36.5870018,-121.8430023,257,NA,US,,yes,KMRY,MRY,KMRY,MRY,,https://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,
KMSN,Dane County Regional Truax Field,US-WI,WI,Wisconsin,Madison,,medium_airport,43.1399,-89.337502,887,NA,US,,yes,KMSN,MSN,KMSN,MSN,,https://en.wikipedia.org/wiki/Dane_County_Regional_Airport,
KMSO,Missoula International Airport,US-MT,MT,Montana,Missoula,,medium_airport,46.91630173,-114.0910034,3206,NA,US,,yes,KMSO,MSO,KMSO,MSO,,https://en.wikipedia.org/wiki/Missoula_International_Airport,
KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US-MN,MN,Minnesota,Minneapolis,,large_airport,44.880081,-93.221741,841,NA,US,,yes,KMSP,MSP,KMSP,MSP,http://www.mspairport.com/,https://en.wikipedia.org/wiki/Minneapolis–Saint_Paul_International_Airport,
KMTH,The Florida Keys Marathon Airport,US-FL,FL,Florida,Marathon,,medium_airport,24.726101,-81.051399,5,NA,US,,no,KMTH,MTH,KMTH,MTH,http://marathonga.com/,https://en.wikipedia.org/wiki/Florida_Keys_Marathon_Airport,
KMTN,Martin State Airport,US-MD,MD,Maryland,Baltimore,,medium_airport,39.325699,-76.413803,21,NA,US,,no,KMTN,MTN,KMTN,MTN,,https://en.wikipedia.org/wiki/Martin_State_Airport,
KMTO,Coles County Memorial Airport,US-IL,IL,Illinois,Mattoon,,small_airport,39.477901,-88.279198,722,NA,US,,no,KMTO,MTO,KMTO,MTO,,https://en.wikipedia.org/wiki/Coles_County_Memorial_Airport,Charleston
KMTW,Manitowoc County Airport,US-WI,WI,Wisconsin,Manitowoc,,small_airport,44.127116,-87.681983,651,NA,US,,no,KMTW,MTW,KMTW,MTW,,https://en.wikipedia.org/wiki/Manitowoc_County_Airport,
KMUL,Spence Airport,US-GA,GA,Georgia,Moultrie,,small_airport,31.141569,-83.703718,292,NA,US,,no,KMUL,MUL,KMUL,MUL,,https://en.wikipedia.org/wiki/Spence_Airport,
KMUT,Muscatine Municipal Airport,US-IA,IA,Iowa,Muscatine,,small_airport,41.367803,-91.148201,547,NA,US,,no,KMUT,MUT,KMUT,MUT,https://www.muscatineiowa.gov/550/Muscatine-Municipal-Airport,https://en.wikipedia.org/wiki/Muscatine_Municipal_Airport,
KMWC,Lawrence J Timmerman Airport,US-WI,WI,Wisconsin,Milwaukee,,small_airport,43.110401,-88.034401,745,NA,US,,no,KMWC,MWC,KMWC,MWC,,https://en.wikipedia.org/wiki/Lawrence_J._Timmerman_Airport,
KMWH,Grant County International Airport,US-WA,WA,Washington,Moses Lake,,medium_airport,47.20769882,-119.3199997,1189,NA,US,,no,KMWH,MWH,KMWH,MWH,http://www.portofmoseslake.com/the-center-of-washington-aviation/,https://en.wikipedia.org/wiki/Grant_County_International_Airport,"LRN, Larson AFB, Moses Lake AFB, Moses Lake AAB"
KMWO,Middletown Regional Airport,US-OH,OH,Ohio,Middletown,,small_airport,39.530998,-84.395302,650,NA,US,,no,KMWO,MWO,KMWO,MWO,,https://en.wikipedia.org/wiki/Middletown_Regional_Airport,Hook Field Municipal Airport
KMYF,Montgomery-Gibbs Executive Airport,US-CA,CA,California,San Diego,,small_airport,32.8157,-117.139999,427,NA,US,,no,KMYF,MYF,KMYF,MYF,http://www.sandiego.gov/airports/montgomery/index.shtml,https://en.wikipedia.org/wiki/Montgomery_Field,Montgomery Field
KMYL,McCall Municipal Airport,US-ID,ID,Idaho,McCall,,medium_airport,44.888837,-116.101112,5024,NA,US,,yes,KMYL,MYL,KMYL,MYL,http://www.mccall.id.us/services/airport.html,https://en.wikipedia.org/wiki/McCall_Municipal_Airport,
KMYR,Myrtle Beach International Airport,US-SC,SC,South Carolina,Myrtle Beach,,medium_airport,33.679699,-78.928299,25,NA,US,,yes,KMYR,MYR,KMYR,MYR,https://www.flymyrtlebeach.com,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,
